日付,室数,人数,宿泊売上,喫食数
2019/6/1,380,506,2129091,198
2019/6/2,220,278,795595,90
2019/6/3,298,369,1064624,171
2019/6/4,297,349,1099166,151
2019/6/5,363,441,1406387,245
2019/6/6,401,466,1587604,202
2019/6/7,390,477,1640610,231
2019/6/8,388,482,2297738,175
2019/6/9,241,293,927288,108
2019/6/10,238,300,893676,139
2019/6/11,252,296,927767,120
2019/6/12,314,387,1294713,226
2019/6/13,382,444,1575414,241
2019/6/14,362,432,1477906,211
2019/6/15,369,479,2205421,150
2019/6/16,252,324,1007623,150
2019/6/17,402,589,1047572,175
2019/6/18,312,375,1211537,217
2019/6/19,372,446,1468794,301
2019/6/20,402,493,1668504,310
2019/6/21,324,400,1545996,145
2019/6/22,401,521,2784293,191
2019/6/23,238,288,1093693,109
2019/6/24,295,352,1330982,175
2019/6/25,297,358,1411262,140
2019/6/26,330,414,1589741,222
2019/6/27,338,412,1607086,190
2019/6/28,305,382,1528454,108
2019/6/29,340,425,2088708,122
2019/6/30,187,221,875103,61
2019/7/1,129,143,443443,52
2019/7/2,214,269,829245,131
2019/7/3,289,353,1150001,197
2019/7/4,347,422,1420236,256
2019/7/5,335,437,1638732,190
2019/7/6,398,524,2935280,176
2019/7/7,246,327,1011730,149
2019/7/8,214,278,851534,126
2019/7/9,246,300,1009055,170
2019/7/10,248,287,982812,154
2019/7/11,324,363,1279267,203
2019/7/12,349,419,1549736,194
2019/7/13,428,572,3242939,210
2019/7/14,374,526,2405838,215
2019/7/15,226,306,964635,176
2019/7/16,198,244,755448,123
2019/7/17,317,385,1294327,250
2019/7/18,304,356,1351851,219
2019/7/19,407,480,1745527,401
2019/7/20,419,544,2613123,249
2019/7/21,171,232,789559,144
2019/7/22,228,309,1027233,214
2019/7/23,263,325,1146744,176
2019/7/24,324,416,1477443,246
2019/7/25,416,513,1828731,299
2019/7/26,365,456,1652482,276
2019/7/27,431,577,2832631,226
2019/7/28,219,320,1084222,149
2019/7/29,230,317,977618,164
2019/7/30,224,294,937416,144
2019/7/31,243,308,1047548,188
2019/8/1,279,341,1226992,201
2019/8/2,360,467,1660471,245
2019/8/3,397,530,2426914,272
2019/8/4,171,224,742798,110
2019/8/5,279,373,1227375,206
2019/8/6,413,527,1794975,313
2019/8/7,434,526,2416825,290
2019/8/8,432,528,2563431,314
2019/8/9,409,498,2516760,253
2019/8/10,434,590,3299562,292
2019/8/11,431,598,3005364,310
2019/8/12,419,574,2474784,337
2019/8/13,435,602,2625551,322
2019/8/14,423,580,2389614,325
2019/8/15,391,531,2277366,263
2019/8/16,425,594,2395828,221
2019/8/17,418,592,2797995,174
2019/8/18,311,407,1320207,179
2019/8/19,347,481,1519168,261
2019/8/20,393,514,1735071,263
2019/8/21,427,561,1956371,346
2019/8/22,434,561,1959931,349
2019/8/23,398,535,1815674,275
2019/8/24,427,566,2532621,266
2019/8/25,275,374,1158194,196
2019/8/26,272,364,1058551,196
2019/8/27,354,452,1412942,233
2019/8/28,316,409,1281941,201
2019/8/29,379,440,1746346,275
2019/8/30,397,503,1615723,240
2019/8/31,424,574,2153260,228
2019/9/1,310,397,1096428,200
2019/9/2,335,426,1059968,241
2019/9/3,340,424,1201302,235
2019/9/4,362,481,1385718,252
2019/9/5,414,488,1606453,235
2019/9/6,361,450,1555150,200
2019/9/7,435,575,2698118,328
2019/9/8,318,402,1152921,180
2019/9/9,338,419,1218139,212
2019/9/10,426,532,1687553,322
2019/9/11,434,535,1780689,306
2019/9/12,436,530,1866763,308
2019/9/13,352,431,1427457,209
2019/9/14,429,586,2822133,280
2019/9/15,416,558,2214343,274
2019/9/16,302,406,1142717,249
2019/9/17,334,425,1221976,246
2019/9/18,405,511,1576198,297
2019/9/19,431,529,1859384,346
2019/9/20,322,396,1430679,184
2019/9/21,434,576,2755016,301
2019/9/22,429,578,2261355,275
2019/9/23,268,345,995408,158
2019/9/24,349,445,1261051,249
2019/9/25,394,497,1623682,287
2019/9/26,430,524,1829094,347
2019/9/27,351,449,1423599,230
2019/9/28,428,560,2360914,265
2019/9/29,274,374,1067644,212
2019/9/30,291,361,1065402,306
2019/10/1,330,395,1110035,187
2019/10/2,348,437,1213684,213
2019/10/3,416,497,1643573,301
2019/10/4,363,464,1418185,237
2019/10/5,406,544,2241411,256
2019/10/6,283,365,926837,178
2019/10/7,289,354,911156,168
2019/10/8,397,480,1373120,250
2019/10/9,414,495,1552519,267
2019/10/10,423,532,1818868,334
2019/10/11,381,486,16007121,201
2019/10/12,407,547,2331259,244
2019/10/13,419,592,2228796,294
2019/10/14,263,349,887170,156
2019/10/15,354,451,1221493,204
2019/10/16,411,503,1580465,247
2019/10/17,428,514,1824103,269
2019/10/18,392,512,1771026,279
2019/10/19,435,593,2683987,317
2019/10/20,409,570,1592127,322
2019/10/21,385,539,1442603,325
2019/10/22,284,382,1096024,213
2019/10/23,410,519,1725130,270
2019/10/24,434,521,2015234,303
2019/10/25,424,554,2010968,265
2019/10/26,435,554,2904788,289
2019/10/27,294,359,954341,161
2019/10/28,359,458,1174738,257
2019/10/29,324,413,1113196,239
2019/10/30,312,390,1109056,195
2019/10/31,351,459,1429463,258
2019/11/1,315,393,1338352,206
2019/11/2,433,585,2857195,305
2019/11/3,364,505,2172951,276
2019/11/4,317,391,1129797,191
2019/11/5,363,457,1323414,264
2019/11/6,376,442,1359380,244
2019/11/7,404,480,1652045,301
2019/11/8,370,466,1666266,251
2019/11/9,393,522,2427362,296
2019/11/10,381,483,1396215,285
2019/11/11,366,494,1249266,295
2019/11/12,368,453,1389742,235
2019/11/13,411,485,1621079,284
2019/11/14,428,510,1957682,309
2019/11/15,427,543,2061821,258
2019/11/16,434,567,2829042,271
2019/11/17,365,489,1294464,258
2019/11/18,379,497,1351881,289
2019/11/19,381,477,1503434,249
2019/11/20,423,516,1709832,271
2019/11/21,432,545,2155447,283
2019/11/22,437,580,2701400,279
2019/11/23,435,604,3049958,284
2019/11/24,313,401,1137733,186
2019/11/25,328,419,1097074,190
2019/11/26,398,487,1439927,241
2019/11/27,395,476,1418948,230
2019/11/28,426,512,1654447,269
2019/11/29,415,499,2060958,173
2019/11/30,438,566,2990874,179
2019/12/1,307,408,1083202,219
2019/12/2,276,358,964679,180
2019/12/3,310,375,1106123,157
2019/12/4,312,361,1095604,152
2019/12/5,396,464,1550182,231
2019/12/6,400,486,1865485,191
2019/12/7,420,537,2556518,196
2019/12/8,272,346,971568,158
2019/12/9,259,312,870361,138
2019/12/10,294,359,1016964,170
2019/12/11,353,424,1220366,211
2019/12/12,348,413,1324719,199
2019/12/13,368,473,1616821,219
2019/12/14,436,598,2979801,245
2019/12/15,302,391,1067384,151
2019/12/16,332,416,1123790,187
2019/12/17,330,398,1123399,160
2019/12/18,343,407,1188329,162
2019/12/19,337,386,1145013,147
2019/12/20,372,454,1489991,182
2019/12/21,430,585,2766356,207
2019/12/22,330,443,1228755,210
2019/12/23,294,387,1001767,162
2019/12/24,283,388,1051163,141
2019/12/25,379,513,1495659,171
2019/12/26,313,415,1304069,166
2019/12/27,342,458,1528206,155
2019/12/28,415,580,2305202,240
2019/12/29,429,622,2153954,225
2019/12/30,400,583,2014446,267
2019/12/31,409,623,2665562,258
2020/1/1,362,570,2016188,231
2020/1/2,355,520,1442645,222
2020/1/3,356,507,1426862,166
2020/1/4,301,390,1261981,112
2020/1/5,203,257,644398,98
2020/1/6,192,234,612192,107
2020/1/7,210,264,642995,138
2020/1/8,228,291,787556,124
2020/1/9,273,339,1033673,149
2020/1/10,299,383,1240326,178
2020/1/11,422,559,2417554,210
2020/1/12,419,553,2005485,221
2020/1/13,229,315,875739,162
2020/1/14,281,334,944733,167
2020/1/15,330,395,1219834,182
2020/1/16,375,452,1423767,205
2020/1/17,325,385,1329784,166
2020/1/18,384,500,2216568,200
2020/1/19,294,385,1079252,198
2020/1/20,267,359,997587,182
2020/1/21,284,339,995762,148
2020/1/22,361,452,1346057,207
2020/1/23,375,455,1387360,216
2020/1/24,375,461,1471391,221
2020/1/25,397,541,2252335,260
2020/1/26,306,413,1244175,198
2020/1/27,278,346,937763,107
2020/1/28,333,412,1157307,122
2020/1/29,265,330,920215,110
2020/1/30,264,309,953513,144
2020/1/31,321,374,1274469,151
2020/2/1,365,460,1885595,180
2020/2/2,208,276,699887,98
2020/2/3,235,314,806828,91
2020/2/4,295,361,987041,91
2020/2/5,302,363,1043050,118
2020/2/6,260,289,857005,112
2020/2/7,320,362,1140239,125
2020/2/8,344,442,2047892,165
2020/2/9,234,277,789768,84
2020/2/10,246,302,832698,93
2020/2/11,243,302,849995,88
2020/2/12,236,288,832899,114
2020/2/13,318,369,1104949,153
2020/2/14,300,345,1186560,135
2020/2/15,396,505,2504991,182
2020/2/16,294,357,1050776,125
2020/2/17,238,287,817270,103
2020/2/18,278,332,965270,115
2020/2/19,298,364,1120051,117
2020/2/20,303,356,1151114,111
2020/2/21,255,309,1071063,117
2020/2/22,410,542,2601012,171
2020/2/23,377,512,1834681,165
2020/2/24,242,307,862282,86
2020/2/25,260,327,915283,89
2020/2/26,226,276,765954,75
2020/2/27,213,252,725705,70
2020/2/28,179,213,644565,67
2020/2/29,222,264,956036,77
2020/3/1,116,132,376148,36
2020/3/2,139,172,482324,36
2020/3/3,152,183,504448,48
2020/3/4,130,156,429711,49
2020/3/5,117,137,394492,45
2020/3/6,143,161,503572,44
2020/3/7,186,229,807181,45
2020/3/8,97,109,333914,31
2020/3/9,96,105,304163,31
2020/3/10,127,145,427572,35
2020/3/11,122,146,436339,34
2020/3/12,119,135,423229,37
2020/3/13,111,125,411372,45
2020/3/14,132,150,551607,40
2020/3/15,90,100,290575,23
2020/3/16,117,140,425848,34
2020/3/17,156,184,556069,47
2020/3/18,139,159,509045,36
2020/3/19,107,122,442805,23
2020/3/20,152,177,656506,44
2020/3/21,167,205,762503,48
2020/3/22,102,118,383410,36
2020/3/23,103,116,344479,38
2020/3/24,119,142,410380,52
2020/3/25,116,137,413651,39
2020/3/26,108,120,350502,32
2020/3/27,122,136,448487,32
2020/3/28,105,122,426686,34
2020/3/29,76,87,256869,24
2020/3/30,83,90,259122,24
2020/3/31,89,92,308887,22
2020/4/1,75,83,244910,21
2020/4/2,71,79,238831,23
2020/4/3,68,78,221370,21
2020/4/4,56,63,199655,18
2020/4/5,38,38,119525,9
2020/4/6,55,58,179053,17
2020/4/7,48,51,150752,10
2020/4/8,38,40,119038,10
2020/4/9,45,47,149302,13
2020/4/10,37,39,293319,9
2020/4/11,29,31,99138,11
2020/4/12,26,27,86522,8
2020/4/13,34,35,110124,12
2020/4/14,37,38,121858,8
2020/4/15,36,37,121865,8
2020/4/16,39,44,139170,10
2020/4/17,35,36,119514,8
2020/4/18,35,37,132214,7
2020/4/19,38,39,127046,9
2020/4/20,33,34,109523,8
2020/4/21,32,33,107163,9
2020/4/22,39,43,133949,14
2020/4/23,43,47,144871,16
2020/4/24,37,41,122351,16
2020/4/25,40,42,132996,10
2020/4/26,40,42,135184,9
2020/4/27,37,38,126042,11
2020/4/28,33,35,115267,9
2020/4/29,34,35,151176,7
2020/4/30,33,34,114405,6
2020/5/1,41,42,140560,6
2020/5/2,36,37,120446,9
2020/5/3,35,38,128857,7
2020/5/4,35,36,118267,6
2020/5/5,37,39,126287,8
2020/5/6,38,40,125483,9
2020/5/7,39,43,135727,10
2020/5/8,41,44,147383,12
2020/5/9,35,36,124104,7
2020/5/10,32,33,105741,8
2020/5/11,48,51,172383,15
2020/5/12,46,47,157672,11
2020/5/13,40,41,141972,9
2020/5/14,43,47,156253,12
2020/5/15,42,46,158655,14
2020/5/16,42,44,156555,9
2020/5/17,41,44,146529,9
2020/5/18,42,45,151327,11
2020/5/19,46,49,161719,12
2020/5/20,40,42,142102,10
2020/5/21,38,39,135819,8
2020/5/22,45,47,160435,11
2020/5/23,52,57,191016,10
2020/5/24,38,40,135230,9
2020/5/25,40,41,142370,11
2020/5/26,44,46,155858,11
2020/5/27,43,44,206265,12
2020/5/28,52,56,189530,12
2020/5/29,51,56,185917,14
2020/5/30,52,54,180882,16
2020/5/31,46,49,203961,13
2020/6/1,42,43,151112,23
2020/6/2,49,52,173003,32
2020/6/3,48,51,173006,33
2020/6/4,52,54,181310,37
2020/6/5,63,68,222167,43
2020/6/6,48,52,168300,39
2020/6/7,38,40,134694,29
2020/6/8,58,62,199130,34
2020/6/9,41,44,148006,37
2020/6/10,62,65,206134,49
2020/6/11,56,59,186497,36
2020/6/12,67,72,213448,42
2020/6/13,68,72,231074,40
2020/6/14,42,43,138982,25
2020/6/15,60,63,212447,37
2020/6/16,64,69,221074,33
2020/6/17,63,65,206569,36
2020/6/18,65,68,211459,41
2020/6/19,86,90,283227,35
2020/6/20,102,115,360726,53
2020/6/21,50,52,165239,25
2020/6/22,63,65,192148,33
2020/6/23,88,92,275047,33
2020/6/24,90,91,276955,36
2020/6/25,103,106,326742,34
2020/6/26,133,146,453013,52
2020/6/27,137,155,488941,51
2020/6/28,70,74,224936,24
2020/6/29,64,68,217797,30
2020/6/30,63,67,242168,47
2020/7/1,76,79,232633,32
2020/7/2,82,85,263605,36
2020/7/3,102,114,337570,37
2020/7/4,104,121,396381,34
2020/7/5,65,70,215933,16
2020/7/6,68,71,213061,21
2020/7/7,72,75,216547,17
2020/7/8,80,83,259498,23
2020/7/9,87,90,272050,22
2020/7/10,122,131,392521,34
2020/7/11,123,132,429186,25
2020/7/12,78,86,256611,23
2020/7/13,77,83,256477,13
2020/7/14,103,115,345762,26
2020/7/15,100,105,325732,19
2020/7/16,105,108,335015,30
2020/7/17,89,94,284469,16
2020/7/18,96,107,333240,17
2020/7/19,67,69,223288,12
2020/7/20,74,77,229364,14
2020/7/21,66,71,215716,14
2020/7/22,74,79,254342,16
2020/7/23,121,144,476809,27
2020/7/24,127,144,421200,29
2020/7/25,115,136,437225,35
2020/7/26,63,72,207412,18
2020/7/27,64,68,201884,13
2020/7/28,72,75,219028,12
2020/7/29,68,71,211253,14
2020/7/30,67,72,247148,15
2020/7/31,65,71,212811,11
2020/8/1,69,77,252222,11
2020/8/2,71,75,229381,10
2020/8/3,80,85,244209,6
2020/8/4,75,79,243929,6
2020/8/5,67,68,206919,4
2020/8/6,67,69,204119,3
2020/8/7,84,100,291250,9
2020/8/8,75,79,235814,6
2020/8/9,82,89,255100,11
2020/8/10,62,71,211450,12
2020/8/11,71,77,243404,7
2020/8/12,70,80,234201,7
2020/8/13,77,87,261372,10
2020/8/14,93,100,303588,11
2020/8/15,70,78,247175,14
2020/8/16,46,49,131217,7
2020/8/17,62,66,188790,5
2020/8/18,72,77,215430,9
2020/8/19,66,70,197692,3
2020/8/20,81,86,245208,10
2020/8/21,94,106,320635,11
2020/8/22,95,102,348336,19
2020/8/23,46,50,118718,4
2020/8/24,49,53,140314,3
2020/8/25,61,64,177068,8
2020/8/26,63,67,186967,7
2020/8/27,64,67,193023,13
2020/8/28,77,85,241745,12
2020/8/29,72,79,250011,9
2020/8/30,62,67,180551,9
2020/8/31,58,63,201636,6
2020/9/1,57,61,166969,11
2020/9/2,55,58,148276,9
2020/9/3,60,65,174446,13
2020/9/4,84,94,272316,20
2020/9/5,72,91,262734,16
2020/9/6,58,61,165512,9
2020/9/7,60,67,168148,6
2020/9/8,70,75,198431,10
2020/9/9,73,79,223027,19
2020/9/10,72,77,234996,12
2020/9/11,83,84,248399,11
2020/9/12,77,86,252184,16
2020/9/13,66,69,200048,12
2020/9/14,49,50,140786,9
2020/9/15,60,66,187835,10
2020/9/16,58,64,182545,7
2020/9/17,78,88,250502,16
2020/9/18,89,95,271824,16
2020/9/19,119,131,406441,26
2020/9/20,121,153,426321,45
2020/9/21,116,135,378648,32
2020/9/22,58,63,183668,8
2020/9/23,68,74,199749,13
2020/9/24,52,55,149149,11
2020/9/25,72,83,241477,17
2020/9/26,83,92,281800,17
2020/9/27,49,52,141546,10
2020/9/28,56,61,165765,12
2020/9/29,60,64,228866,8
2020/9/30,52,54,146016,6
2020/10/1,71,84,239397,18
2020/10/2,82,87,268237,19
2020/10/3,108,119,355199,44
2020/10/4,66,70,183632,19
2020/10/5,50,54,142798,12
2020/10/6,67,71,199127,18
2020/10/7,73,78,195865,25
2020/10/8,84,88,249555,19
2020/10/9,109,119,351408,28
2020/10/10,107,115,357635,25
2020/10/11,56,63,176530,7
2020/10/12,85,95,263520,29
2020/10/13,88,95,269763,26
2020/10/14,84,89,234046,27
2020/10/15,102,107,301521,37
2020/10/16,113,122,359662,31
2020/10/17,137,149,482481,42
2020/10/18,96,109,298247,35
2020/10/19,90,97,260940,32
2020/10/20,105,113,329839,28
2020/10/21,93,98,271828,27
2020/10/22,111,116,335380,45
2020/10/23,174,189,561320,73
2020/10/24,215,245,754898,89
2020/10/25,123,131,368098,51
2020/10/26,130,143,392220,67
2020/10/27,143,154,430534,77
2020/10/28,142,144,405088,75
2020/10/29,154,163,460912,79
2020/10/30,182,198,572259,85
2020/10/31,225,255,824943,93
2020/11/1,168,184,526126,75
2020/11/2,174,197,551590,90
2020/11/3,134,139,413812,78
2020/11/4,152,154,453663,82
2020/11/5,173,179,542314,102
2020/11/6,201,216,658243,125
2020/11/7,252,278,887076,137
2020/11/8,187,199,570045,127
2020/11/9,180,189,547675,124
2020/11/10,181,194,556025,116
2020/11/11,187,200,600385,113
2020/11/12,181,195,576473,105
2020/11/13,218,251,744857,124
2020/11/14,242,276,901380,147
2020/11/15,195,210,611259,115
2020/11/16,204,221,631600,131
2020/11/17,188,203,596494,125
2020/11/18,186,197,579534,129
2020/11/19,215,228,674583,137
2020/11/20,238,255,769093,139
2020/11/21,315,401,1357519,141
2020/11/22,290,374,1061972,127
2020/11/23,145,153,432359,74
2020/11/24,135,138,384193,88
2020/11/25,154,166,479282,101
2020/11/26,193,199,598763,132
2020/11/27,212,219,655321,145
2020/11/28,219,227,703478,148
2020/11/29,164,169,509862,116
2020/11/30,150,155,501845,109
2020/12/1,136,141,427761,96
2020/12/2,133,134,409967,98
2020/12/3,126,132,395411,83
2020/12/4,120,124,376061,77
2020/12/5,133,141,415011,79
2020/12/6,108,109,332491,79
2020/12/7,112,113,345044,78
2020/12/8,144,147,442414,104
2020/12/9,127,130,381877,88
2020/12/10,130,134,399014,91
2020/12/11,113,120,341527,70
2020/12/12,124,128,374280,67
2020/12/13,96,100,295152,57
2020/12/14,110,112,372755,71
2020/12/15,114,119,362062,75
2020/12/16,117,121,359836,75
2020/12/17,118,119,359497,76
2020/12/18,123,127,377496,79
2020/12/19,128,133,419531,77
2020/12/20,118,124,368601,82
2020/12/21,109,113,335871,76
2020/12/22,121,123,370163,75
2020/12/23,97,99,301980,50
2020/12/24,117,122,378028,73
2020/12/25,116,124,384358,64
2020/12/26,112,125,374956,57
2020/12/27,129,146,398312,51
2020/12/28,118,123,344562,50
2020/12/29,105,111,320614,36
2020/12/30,100,111,333096,38
2020/12/31,73,79,290691,33
2021/1/1,82,100,292321,36
2021/1/2,76,79,241722,35
2021/1/3,83,93,265213,37
2021/1/4,65,66,193819,26
2021/1/5,69,72,210495,30
2021/1/6,61,63,188475,25
2021/1/7,62,65,189637,25
2021/1/8,70,78,234603,25
2021/1/9,66,73,225484,23
2021/1/10,67,78,223969,24
2021/1/11,57,61,165464,23
2021/1/12,62,64,173218,30
2021/1/13,66,68,189051,24
2021/1/14,64,67,182301,29
2021/1/15,60,62,170966,27
2021/1/16,69,75,214201,30
2021/1/17,60,64,173020,28
2021/1/18,62,67,174027,26
2021/1/19,86,90,244909,44
2021/1/20,85,89,234067,46
2021/1/21,82,85,239225,45
2021/1/22,92,96,264239,44
2021/1/23,75,83,239331,29
2021/1/24,63,66,179941,25
2021/1/25,67,71,191536,23
2021/1/26,61,65,177092,26
2021/1/27,62,67,179436,27
2021/1/28,58,61,164207,22
2021/1/29,54,56,152891,21
2021/1/30,52,55,195616,21
2021/1/31,45,48,131893,21
2021/2/1,51,52,140184,20
2021/2/2,52,55,151499,18
2021/2/3,32,33,91497,1
2021/2/4,33,34,92014,0
2021/2/5,36,39,97702,0
2021/2/6,35,37,97036,1
2021/2/7,37,39,103522,0
2021/2/8,43,46,122924,0
2021/2/9,42,46,126040,0
2021/2/10,39,42,118238,0
2021/2/11,39,44,114527,11
2021/2/12,44,52,145406,1
2021/2/13,43,51,144010,2
2021/2/14,29,33,80684,0
2021/2/15,37,40,106892,0
2021/2/16,39,43,111506,0
2021/2/17,38,40,105680,0
2021/2/18,40,46,126703,0
2021/2/19,35,39,107202,4
2021/2/20,49,55,152629,1
2021/2/21,43,46,103988,20
2021/2/22,36,38,89059,21
2021/2/23,44,47,115963,27
2021/2/24,56,57,141469,34
2021/2/25,46,49,121408,24
2021/2/26,46,51,265886,32
2021/2/27,56,68,173882,38
2021/2/28,41,43,105513,15
2021/3/1,39,42,102369,20
2021/3/2,44,45,111029,27
2021/3/3,48,54,128244,29
2021/3/4,53,55,138539,33
2021/3/5,56,62,158482,32
2021/3/6,71,88,215971,55
2021/3/7,55,58,149837,30
2021/3/8,53,54,133763,38
2021/3/9,67,75,181333,45
2021/3/10,61,70,196241,9
2021/3/11,55,60,152669,33
2021/3/12,66,71,380926,44
2021/3/13,82,95,235381,60
2021/3/14,54,57,151733,22
2021/3/15,59,68,144486,32
2021/3/16,60,64,156921,28
2021/3/17,53,60,143938,34
2021/3/18,57,63,160688,36
2021/3/19,81,91,223689,47
2021/3/20,129,167,422310,102
2021/3/21,74,89,197699,45
2021/3/22,76,85,208617,50
2021/3/23,79,89,231607,51
